#,name,prop,F,isp,MIB,m,mdot,ve,d,R,gamma,Te,rhoe,n
ARG,CAI2016,argon,1,1,1,1,0.001,577.0684534784414,1.0,208.13,1.6666666666666667,200,6.6329E-06,1.0E+20
